x,y,critical_factor,m,n_percent,n,fpp,fpr
2,23,0.01,1,0.95,0,0,0.0
2,23,0.05,3,0.35,1,1,0.28346868942621073
2,23,0.05,3,0.65,1,1,0.28346868942621073
2,23,0.05,3,0.95,2,1,0.486582880967408
2,23,0.1,5,0.35,1,1,0.18126924692201818
2,23,0.1,5,0.65,3,1,0.4511883639059735
2,23,0.1,5,0.95,4,1,0.5506710358827784
2,23,0.5,23,0.35,8,1,0.2937783133021936
2,23,0.5,23,0.65,14,1,0.4559399499918614
2,23,0.5,23,0.95,21,1,0.5986989873388808
2,29,0.001,1,0.35,0,0,0.0
2,29,0.001,1,0.65,0,0,0.0
2,29,0.001,1,0.95,0,0,0.0
2,29,0.005,1,0.35,0,0,0.0
2,29,0.005,1,0.65,0,0,0.0
2,29,0.005,1,0.95,0,0,0.0
2,29,0.01,1,0.35,0,0,0.0
2,29,0.01,1,0.65,0,0,0.0
2,29,0.01,1,0.95,0,0,0.0
2,29,0.05,3,0.35,1,1,0.28346868942621073
2,29,0.05,3,0.65,1,1,0.28346868942621073
2,29,0.05,3,0.95,2,1,0.486582880967408
2,29,0.1,6,0.35,2,1,0.28346868942621073
2,29,0.1,6,0.65,3,1,0.3934693402873666
2,29,0.1,6,0.95,5,1,0.5654017914929218
2,29,0.5,29,0.35,10,1,0.29165752904763875
2,29,0.5,29,0.65,18,1,0.46242643066887623
2,29,0.5,29,0.95,27,1,0.6058542375951784
2,31,0.001,1,0.35,0,0,0.0
2,31,0.001,1,0.65,0,0,0.0
2,31,0.001,1,0.95,0,0,0.0
2,31,0.005,1,0.35,0,0,0.0
2,31,0.005,1,0.65,0,0,0.0
2,31,0.005,1,0.95,0,0,0.0
2,31,0.01,1,0.35,0,0,0.0
2,31,0.01,1,0.65,0,0,0.0
2,31,0.01,1,0.95,0,0,0.0
2,31,0.05,4,0.35,1,1,0.22119921692859512
2,31,0.05,4,0.65,2,1,0.3934693402873666
2,31,0.05,4,0.95,3,1,0.5276334472589852
2,31,0.1,7,0.35,2,1,0.248522706924714
2,31,0.1,7,0.65,4,1,0.4352818779922407
2,31,0.1,7,0.95,6,1,0.57562715432305
2,31,0.5,31,0.35,10,1,0.2757224800257857
2,31,0.5,31,0.65,20,1,0.4754220740600016
2,31,0.5,31,0.95,29,1,0.607604049420287
2,37,0.001,1,0.35,0,0,0.0
2,37,0.001,1,0.65,0,0,0.0
2,37,0.001,1,0.95,0,0,0.0
2,37,0.005,1,0.35,0,0,0.0
2,37,0.005,1,0.65,0,0,0.0
2,37,0.005,1,0.95,0,0,0.0
2,37,0.01,1,0.35,0,0,0.0
2,37,0.01,1,0.65,0,0,0.0
2,37,0.01,1,0.95,0,0,0.0
2,37,0.05,4,0.35,1,1,0.22119921692859512
2,37,0.05,4,0.65,2,1,0.3934693402873666
2,37,0.05,4,0.95,3,1,0.5276334472589852
2,37,0.1,8,0.35,2,1,0.22119921692859512
2,37,0.1,8,0.65,5,1,0.4647385714810097
2,37,0.1,8,0.95,7,1,0.5831379803214916
2,37,0.5,37,0.35,12,1,0.27698428723245005
2,37,0.5,37,0.65,24,1,0.4772482790912317
2,37,0.5,37,0.95,35,1,0.6116879251195244
3,5,0.001,1,0.35,0,0,0.0
3,5,0.001,1,0.65,0,0,0.0
3,5,0.001,1,0.95,0,0,0.0
3,5,0.005,1,0.35,0,0,0.0
3,5,0.005,1,0.65,0,0,0.0
3,5,0.005,1,0.95,0,0,0.0
3,5,0.01,1,0.35,0,0,0.0
3,5,0.01,1,0.65,0,0,0.0
3,5,0.01,1,0.95,0,0,0.0
3,5,0.05,1,0.35,0,0,0.0
3,5,0.05,1,0.65,0,0,0.0
3,5,0.05,1,0.95,0,0,0.0
3,5,0.1,2,0.35,0,0,0.0
3,5,0.1,2,0.65,1,1,0.3934693402873666
3,5,0.1,2,0.95,1,1,0.3934693402873666
3,5,0.5,8,0.35,2,1,0.22119921692859512
3,5,0.5,8,0.65,5,1,0.4647385714810097
3,5,0.5,8,0.95,7,1,0.5831379803214916
3,7,0.001,1,0.35,0,0,0.0
3,7,0.001,1,0.65,0,0,0.0
3,7,0.001,1,0.95,0,0,0.0
3,7,0.005,1,0.35,0,0,0.0
3,7,0.005,1,0.65,0,0,0.0
3,7,0.005,1,0.95,0,0,0.0
3,7,0.01,1,0.35,0,0,0.0
3,7,0.01,1,0.65,0,0,0.0
3,7,0.01,1,0.95,0,0,0.0
3,7,0.05,2,0.35,0,0,0.0
3,7,0.05,2,0.65,1,1,0.3934693402873666
3,7,0.05,2,0.95,1,1,0.3934693402873666
3,7,0.1,3,0.35,1,1,0.28346868942621073
3,7,0.1,3,0.65,1,1,0.28346868942621073
3,7,0.1,3,0.95,2,1,0.486582880967408
3,7,0.5,11,0.35,3,1,0.23869961330312617
3,7,0.5,11,0.65,7,1,0.4707866584999497
3,7,0.5,11,0.95,10,1,0.5971096784708669
3,11,0.001,1,0.35,0,0,0.0
3,11,0.001,1,0.65,0,0,0.0
3,11,0.001,1,0.95,0,0,0.0
3,11,0.005,1,0.35,0,0,0.0
3,11,0.005,1,0.65,0,0,0.0
3,11,0.005,1,0.95,0,0,0.0
3,11,0.01,1,0.35,0,0,0.0
3,11,0.01,1,0.65,0,0,0.0
3,11,0.01,1,0.95,0,0,0.0
3,11,0.05,2,0.35,0,0,0.0
3,11,0.05,2,0.65,1,1,0.3934693402873666
3,11,0.05,2,0.95,1,1,0.3934693402873666
3,11,0.1,4,0.35,1,1,0.22119921692859512
3,11,0.1,4,0.65,2,1,0.3934693402873666
3,11,0.1,4,0.95,3,1,0.5276334472589852
3,11,0.5,17,0.35,5,1,0.2548111829865195
3,11,0.5,17,0.65,11,1,0.4764165342850031
3,11,0.5,17,0.95,16,1,0.6098314565760232
3,13,0.001,1,0.35,0,0,0.0
3,13,0.001,1,0.65,0,0,0.0
3,13,0.001,1,0.95,0,0,0.0
3,13,0.005,1,0.35,0,0,0.0
3,13,0.005,1,0.65,0,0,0.0
3,13,0.005,1,0.95,0,0,0.0
3,13,0.01,1,0.35,0,0,0.0
3,13,0.01,1,0.65,0,0,0.0
3,13,0.01,1,0.95,0,0,0.0
3,13,0.05,2,0.35,0,0,0.0
3,13,0.05,2,0.65,1,1,0.3934693402873666
3,13,0.05,2,0.95,1,1,0.3934693402873666
3,13,0.1,4,0.35,1,1,0.22119921692859512
3,13,0.1,4,0.65,2,1,0.3934693402873666
3,13,0.1,4,0.95,3,1,0.5276334472589852
3,13,0.5,20,0.35,7,1,0.29531191028128656
3,13,0.5,20,0.65,13,1,0.47795422323898396
3,13,0.5,20,0.95,19,1,0.6132589765454988
3,17,0.001,1,0.35,0,0,0.0
3,17,0.001,1,0.65,0,0,0.0
3,17,0.001,1,0.95,0,0,0.0
3,17,0.005,1,0.35,0,0,0.0
3,17,0.005,1,0.65,0,0,0.0
3,17,0.005,1,0.95,0,0,0.0
3,17,0.01,1,0.35,0,0,0.0
3,17,0.01,1,0.65,0,0,0.0
3,17,0.01,1,0.95,0,0,0.0
3,17,0.05,3,0.35,1,1,0.28346868942621073
3,17,0.05,3,0.65,1,1,0.28346868942621073
3,17,0.05,3,0.95,2,1,0.486582880967408
3,17,0.1,6,0.35,2,1,0.28346868942621073
3,17,0.1,6,0.65,3,1,0.3934693402873666
3,17,0.1,6,0.95,5,1,0.5654017914929218
3,17,0.5,26,0.35,9,1,0.2925963525959383
3,17,0.5,26,0.65,16,1,0.4595670035134659
3,17,0.5,26,0.95,24,1,0.6027052868022886
3,19,0.001,1,0.35,0,0,0.0
3,19,0.001,1,0.65,0,0,0.0
3,19,0.001,1,0.95,0,0,0.0
3,19,0.005,1,0.35,0,0,0.0
3,19,0.005,1,0.65,0,0,0.0
3,19,0.005,1,0.95,0,0,0.0
3,19,0.01,1,0.35,0,0,0.0
3,19,0.01,1,0.65,0,0,0.0
3,19,0.01,1,0.95,0,0,0.0
3,19,0.05,3,0.35,1,1,0.28346868942621073
3,19,0.05,3,0.65,1,1,0.28346868942621073
3,19,0.05,3,0.95,2,1,0.486582880967408
3,19,0.1,6,0.35,2,1,0.28346868942621073
3,19,0.1,6,0.65,3,1,0.3934693402873666
3,19,0.1,6,0.95,5,1,0.5654017914929218
3,19,0.5,29,0.35,10,1,0.29165752904763875
3,19,0.5,29,0.65,18,1,0.46242643066887623
3,19,0.5,29,0.95,27,1,0.6058542375951784
3,23,0.001,1,0.35,0,0,0.0
3,23,0.001,1,0.65,0,0,0.0
3,23,0.001,1,0.95,0,0,0.0
3,23,0.005,1,0.35,0,0,0.0
3,23,0.005,1,0.65,0,0,0.0
3,23,0.005,1,0.95,0,0,0.0
3,23,0.01,1,0.35,0,0,0.0
3,23,0.01,1,0.65,0,0,0.0
3,23,0.01,1,0.95,0,0,0.0
3,23,0.05,4,0.35,1,1,0.22119921692859512
3,23,0.05,4,0.65,2,1,0.3934693402873666
3,23,0.05,4,0.95,3,1,0.5276334472589852
3,23,0.1,7,0.35,2,1,0.248522706924714
3,23,0.1,7,0.65,4,1,0.4352818779922407
3,23,0.1,7,0.95,6,1,0.57562715432305
3,23,0.5,35,0.35,12,1,0.2902604043108745
3,23,0.5,35,0.65,22,1,0.46664680984318807
3,23,0.5,35,0.95,33,1,0.6104866512891383
3,29,0.001,1,0.35,0,0,0.0
3,29,0.001,1,0.65,0,0,0.0
3,29,0.001,1,0.95,0,0,0.0
3,29,0.005,1,0.35,0,0,0.0
3,29,0.005,1,0.65,0,0,0.0
3,29,0.005,1,0.95,0,0,0.0
3,29,0.01,1,0.35,0,0,0.0
3,29,0.01,1,0.65,0,0,0.0
3,29,0.01,1,0.95,0,0,0.0
3,29,0.05,5,0.35,1,1,0.18126924692201818
3,29,0.05,5,0.65,3,1,0.4511883639059735
3,29,0.05,5,0.95,4,1,0.5506710358827784
3,29,0.1,9,0.35,3,1,0.28346868942621073
3,29,0.1,9,0.65,5,1,0.42624657926256715
3,29,0.1,9,0.95,8,1,0.5888877094928125
3,29,0.5,44,0.35,15,1,0.28887644713631333
3,29,0.5,44,0.65,28,1,0.4707866584999497
3,29,0.5,44,0.95,41,1,0.6061630082510653
3,31,0.001,1,0.35,0,0,0.0
3,31,0.001,1,0.65,0,0,0.0
3,31,0.001,1,0.95,0,0,0.0
3,31,0.005,1,0.35,0,0,0.0
3,31,0.005,1,0.65,0,0,0.0
3,31,0.005,1,0.95,0,0,0.0
3,31,0.01,1,0.35,0,0,0.0
3,31,0.01,1,0.65,0,0,0.0
3,31,0.01,1,0.95,0,0,0.0
3,31,0.05,5,0.35,1,1,0.18126924692201818
3,31,0.05,5,0.65,3,1,0.4511883639059735
3,31,0.05,5,0.95,4,1,0.5506710358827784
3,31,0.1,10,0.35,3,1,0.2591817793182821
3,31,0.1,10,0.65,6,1,0.4511883639059735
3,31,0.1,10,0.95,9,1,0.5934303402594009
3,31,0.5,47,0.35,16,1,0.28853249379217627
3,31,0.5,47,0.65,30,1,0.4718092926577573
3,31,0.5,47,0.95,44,1,0.6078732747617492
3,37,0.001,1,0.35,0,0,0.0
3,37,0.001,1,0.65,0,0,0.0
3,37,0.001,1,0.95,0,0,0.0
3,37,0.005,1,0.35,0,0,0.0
3,37,0.005,1,0.65,0,0,0.0
3,37,0.005,1,0.95,0,0,0.0
3,37,0.01,2,0.35,0,0,0.0
3,37,0.01,2,0.65,1,1,0.3934693402873666
3,37,0.01,2,0.95,1,1,0.3934693402873666
3,37,0.05,6,0.35,2,1,0.28346868942621073
3,37,0.05,6,0.65,3,1,0.3934693402873666
3,37,0.05,6,0.95,5,1,0.5654017914929218
3,37,0.1,12,0.35,4,1,0.28346868942621073
3,37,0.1,12,0.65,7,1,0.4419648542299529
3,37,0.1,12,0.95,11,1,0.6001503456551527
3,37,0.5,56,0.35,19,1,0.28772108824668685
3,37,0.5,56,0.65,36,1,0.47421197557422023
3,37,0.5,56,0.95,53,1,0.6118752892050949
5,7,0.001,1,0.35,0,0,0.0
5,7,0.001,1,0.65,0,0,0.0
5,7,0.001,1,0.95,0,0,0.0
5,7,0.005,1,0.35,0,0,0.0
5,7,0.005,1,0.65,0,0,0.0
5,7,0.005,1,0.95,0,0,0.0
5,7,0.01,1,0.35,0,0,0.0
5,7,0.01,1,0.65,0,0,0.0
5,7,0.01,1,0.95,0,0,0.0
5,7,0.05,2,0.35,0,0,0.0
5,7,0.05,2,0.65,1,1,0.3934693402873666
5,7,0.05,2,0.95,1,1,0.3934693402873666
5,7,0.1,4,0.35,1,1,0.22119921692859512
5,7,0.1,4,0.65,2,1,0.3934693402873666
5,7,0.1,4,0.95,3,1,0.5276334472589852
5,7,0.5,18,0.35,6,1,0.28346868942621073
5,7,0.5,18,0.65,11,1,0.4572525188357781
5,7,0.5,18,0.95,17,1,0.6111044360107771
5,11,0.001,1,0.35,0,0,0.0
5,11,0.001,1,0.65,0,0,0.0
5,11,0.001,1,0.95,0,0,0.0
5,11,0.005,1,0.35,0,0,0.0
5,11,0.005,1,0.65,0,0,0.0
5,11,0.005,1,0.95,0,0,0.0
5,11,0.01,1,0.35,0,0,0.0
5,11,0.01,1,0.65,0,0,0.0
5,11,0.01,1,0.95,0,0,0.0
5,11,0.05,3,0.35,1,1,0.28346868942621073
5,11,0.05,3,0.65,1,1,0.28346868942621073
5,11,0.05,3,0.95,2,1,0.486582880967408
5,11,0.1,6,0.35,2,1,0.28346868942621073
5,11,0.1,6,0.65,3,1,0.3934693402873666
5,11,0.1,6,0.95,5,1,0.5654017914929218
5,11,0.5,28,0.35,9,1,0.2748875780778681
5,11,0.5,28,0.65,18,1,0.47421197557422023
5,11,0.5,28,0.95,26,1,0.6048822386731127
5,13,0.001,1,0.35,0,0,0.0
5,13,0.001,1,0.65,0,0,0.0
5,13,0.001,1,0.95,0,0,0.0
5,13,0.005,1,0.35,0,0,0.0
5,13,0.005,1,0.65,0,0,0.0
5,13,0.005,1,0.95,0,0,0.0
5,13,0.01,1,0.35,0,0,0.0
5,13,0.01,1,0.65,0,0,0.0
5,13,0.01,1,0.95,0,0,0.0
5,13,0.05,4,0.35,1,1,0.22119921692859512
5,13,0.05,4,0.65,2,1,0.3934693402873666
5,13,0.05,4,0.95,3,1,0.5276334472589852
5,13,0.1,7,0.35,2,1,0.248522706924714
5,13,0.1,7,0.65,4,1,0.4352818779922407
5,13,0.1,7,0.95,6,1,0.57562715432305
5,13,0.5,33,0.35,11,1,0.28346868942621073
5,13,0.5,33,0.65,21,1,0.4707866584999497
5,13,0.5,33,0.95,31,1,0.6091353487436928
5,17,0.001,1,0.35,0,0,0.0
5,17,0.001,1,0.65,0,0,0.0
5,17,0.001,1,0.95,0,0,0.0
5,17,0.005,1,0.35,0,0,0.0
5,17,0.005,1,0.65,0,0,0.0
5,17,0.005,1,0.95,0,0,0.0
5,17,0.01,1,0.35,0,0,0.0
5,17,0.01,1,0.65,0,0,0.0
5,17,0.01,1,0.95,0,0,0.0
5,17,0.05,5,0.35,1,1,0.18126924692201818
5,17,0.05,5,0.65,3,1,0.4511883639059735
5,17,0.05,5,0.95,4,1,0.5506710358827784
5,17,0.1,9,0.35,3,1,0.28346868942621073
5,17,0.1,9,0.65,5,1,0.42624657926256715
5,17,0.1,9,0.95,8,1,0.5888877094928125
5,17,0.5,43,0.35,15,1,0.2944920289429819
5,17,0.5,43,0.65,27,1,0.46629230457863013
5,17,0.5,43,0.95,40,1,0.6055380356366755
5,19,0.001,1,0.35,0,0,0.0
5,19,0.001,1,0.65,0,0,0.0
5,19,0.001,1,0.95,0,0,0.0
5,19,0.005,1,0.35,0,0,0.0
5,19,0.005,1,0.65,0,0,0.0
5,19,0.005,1,0.95,0,0,0.0
5,19,0.01,1,0.35,0,0,0.0
5,19,0.01,1,0.65,0,0,0.0
5,19,0.01,1,0.95,0,0,0.0
5,19,0.05,5,0.35,1,1,0.18126924692201818
5,19,0.05,5,0.65,3,1,0.4511883639059735
5,19,0.05,5,0.95,4,1,0.5506710358827784
5,19,0.1,10,0.35,3,1,0.2591817793182821
5,19,0.1,10,0.65,6,1,0.4511883639059735
5,19,0.1,10,0.95,9,1,0.5934303402594009
5,19,0.5,48,0.35,16,1,0.28346868942621073
5,19,0.5,48,0.65,31,1,0.47577449455459564
5,19,0.5,48,0.95,45,1,0.608394373323201
5,23,0.001,1,0.35,0,0,0.0
5,23,0.001,1,0.65,0,0,0.0
5,23,0.001,1,0.95,0,0,0.0
5,23,0.005,1,0.35,0,0,0.0
5,23,0.005,1,0.65,0,0,0.0
5,23,0.005,1,0.95,0,0,0.0
5,23,0.01,2,0.35,0,0,0.0
5,23,0.01,2,0.65,1,1,0.3934693402873666
5,23,0.01,2,0.95,1,1,0.3934693402873666
5,23,0.05,6,0.35,2,1,0.28346868942621073
5,23,0.05,6,0.65,3,1,0.3934693402873666
5,23,0.05,6,0.95,5,1,0.5654017914929218
5,23,0.1,12,0.35,4,1,0.28346868942621073
5,23,0.1,12,0.65,7,1,0.4419648542299529
5,23,0.1,12,0.95,11,1,0.6001503456551527
5,23,0.5,58,0.35,20,1,0.29165752904763875
5,23,0.5,58,0.65,37,1,0.47161549676657477
5,23,0.5,58,0.95,55,1,0.6125916065238111
5,29,0.001,1,0.35,0,0,0.0
5,29,0.001,1,0.65,0,0,0.0
5,29,0.001,1,0.95,0,0,0.0
5,29,0.005,1,0.35,0,0,0.0
5,29,0.005,1,0.65,0,0,0.0
5,29,0.005,1,0.95,0,0,0.0
5,29,0.01,2,0.35,0,0,0.0
5,29,0.01,2,0.65,1,1,0.3934693402873666
5,29,0.01,2,0.95,1,1,0.3934693402873666
5,29,0.05,8,0.35,2,1,0.22119921692859512
5,29,0.05,8,0.65,5,1,0.4647385714810097
5,29,0.05,8,0.95,7,1,0.5831379803214916
5,29,0.1,15,0.35,5,1,0.28346868942621073
5,29,0.1,15,0.65,9,1,0.4511883639059735
5,29,0.1,15,0.95,14,1,0.6067592791314017
5,29,0.5,73,0.35,25,1,0.2899825653652385
5,29,0.5,73,0.65,47,1,0.4747261936500117
5,29,0.5,73,0.95,69,1,0.6114002865586862
5,31,0.001,1,0.35,0,0,0.0
5,31,0.001,1,0.65,0,0,0.0
5,31,0.001,1,0.95,0,0,0.0
5,31,0.005,1,0.35,0,0,0.0
5,31,0.005,1,0.65,0,0,0.0
5,31,0.005,1,0.95,0,0,0.0
5,31,0.01,2,0.35,0,0,0.0
5,31,0.01,2,0.65,1,1,0.3934693402873666
5,31,0.01,2,0.95,1,1,0.3934693402873666
5,31,0.05,8,0.35,2,1,0.22119921692859512
5,31,0.05,8,0.65,5,1,0.4647385714810097
5,31,0.05,8,0.95,7,1,0.5831379803214916
5,31,0.1,16,0.35,5,1,0.2683843710533582
5,31,0.1,16,0.65,10,1,0.4647385714810097
5,31,0.1,16,0.95,15,1,0.608394373323201
5,31,0.5,78,0.35,27,1,0.2925963525959383
5,31,0.5,78,0.65,50,1,0.4732481114544844
5,31,0.5,78,0.95,74,1,0.6127628367501836
5,37,0.001,1,0.35,0,0,0.0
5,37,0.001,1,0.65,0,0,0.0
5,37,0.001,1,0.95,0,0,0.0
5,37,0.005,1,0.35,0,0,0.0
5,37,0.005,1,0.65,0,0,0.0
5,37,0.005,1,0.95,0,0,0.0
5,37,0.01,2,0.35,0,0,0.0
5,37,0.01,2,0.65,1,1,0.3934693402873666
5,37,0.01,2,0.95,1,1,0.3934693402873666
5,37,0.05,10,0.35,3,1,0.2591817793182821
5,37,0.05,10,0.65,6,1,0.4511883639059735
5,37,0.05,10,0.95,9,1,0.5934303402594009
5,37,0.1,19,0.35,6,1,0.2707870474747649
5,37,0.1,19,0.65,12,1,0.46824846986942925
5,37,0.1,19,0.95,18,1,0.6122398967036751
5,37,0.5,93,0.35,32,1,0.29113205246122964
5,37,0.5,93,0.65,60,1,0.4754220740600016
5,37,0.5,93,0.95,88,1,0.6118007573357522
7,11,0.001,1,0.35,0,0,0.0
7,11,0.001,1,0.65,0,0,0.0
7,11,0.001,1,0.95,0,0,0.0
7,11,0.005,1,0.35,0,0,0.0
7,11,0.005,1,0.65,0,0,0.0
7,11,0.005,1,0.95,0,0,0.0
7,11,0.01,1,0.35,0,0,0.0
7,11,0.01,1,0.65,0,0,0.0
7,11,0.01,1,0.95,0,0,0.0
7,11,0.05,4,0.35,1,1,0.22119921692859512
7,11,0.05,4,0.65,2,1,0.3934693402873666
7,11,0.05,4,0.95,3,1,0.5276334472589852
7,11,0.1,8,0.35,2,1,0.22119921692859512
7,11,0.1,8,0.65,5,1,0.4647385714810097
7,11,0.1,8,0.95,7,1,0.5831379803214916
7,11,0.5,39,0.35,13,1,0.28346868942621073
7,11,0.5,39,0.65,25,1,0.4732481114544844
7,11,0.5,39,0.95,37,1,0.6127628367501836
7,13,0.001,1,0.35,0,0,0.0
7,13,0.001,1,0.65,0,0,0.0
7,13,0.001,1,0.95,0,0,0.0
7,13,0.005,1,0.35,0,0,0.0
7,13,0.005,1,0.65,0,0,0.0
7,13,0.005,1,0.95,0,0,0.0
7,13,0.01,1,0.35,0,0,0.0
7,13,0.01,1,0.65,0,0,0.0
7,13,0.01,1,0.95,0,0,0.0
7,13,0.05,5,0.35,1,1,0.18126924692201818
7,13,0.05,5,0.65,3,1,0.4511883639059735
7,13,0.05,5,0.95,4,1,0.5506710358827784
7,13,0.1,10,0.35,3,1,0.2591817793182821
7,13,0.1,10,0.65,6,1,0.4511883639059735
7,13,0.1,10,0.95,9,1,0.5934303402594009
